Date,Sender,Message,Polarity,Subjectivity,Keyword_profit,Keyword_loss,Keyword_target,Keyword_buy,Keyword_sell,Message_Length,Word_Count,Capital_Words_Count,Keyword_stock,Keyword_hold
2024-12-04 07:48:25+00:00,-1001843670580,860,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:42:46+00:00,-1001843670580,ZOMATO,0.0,0.0,0.0,0.0,0.0,False,False,0.004716981132075472,0.004830917874396135,0.020833333333333332,False,False
2024-12-04 07:41:52+00:00,-1001843670580,Nifty,0.0,0.0,0.0,0.0,0.0,False,False,0.003930817610062893,0.004830917874396135,0.0,False,False
2024-12-04 07:32:49+00:00,-1001843670580,"Target done 
26 point achieve by call",0.0,0.0,0.0,0.0,1.0,False,False,0.02908805031446541,0.033816425120772944,0.0,False,False
2024-12-04 07:30:49+00:00,-1001843670580,853,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:30:43+00:00,-1001843670580,850,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:30:38+00:00,-1001843670580,845,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:28:59+00:00,-1001843670580,842,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:28:40+00:00,-1001843670580,840,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:28:25+00:00,-1001843670580,839,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:27:52+00:00,-1001843670580,838,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:23:55+00:00,-1001843670580,835,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:23:46+00:00,-1001843670580,834,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:23:37+00:00,-1001843670580,833,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 07:23:27+00:00,-1001843670580,830,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
